Source,Target
28595,52267
28595,73837
28595,77538
28595,83326
28595,98311
28595,129782
28595,135842
28595,146812
28595,170606
28595,172670
28595,218416
28595,219147
28595,355314
29070,176235
29302,163
29302,712
29302,764
29302,795
29302,1828
29302,2506
29302,2853
29302,5152
29302,6098
29302,7459
29302,8430
29302,8434
29302,9269
29302,11023
29302,17044
29302,17219
29302,18100
29302,18888
29302,19468
29302,19969
29302,20407
29302,33706
29302,34094
29302,34978
29302,36278
29302,38361
29302,40588
29302,42149
29302,45917
29302,48148
29302,49980
29302,50261
29302,50895
29302,51164
29302,52059
29302,54016
29302,55219
29302,55273
29302,55675
29302,56036
29302,60370
29302,62417
29302,67840
29302,68013
29302,68255
29302,70151
29302,71468
29302,72408
29302,82583
29302,83194
29302,95758
29302,109626
29302,118050
29302,121719
29302,131760
29302,134161
29302,146812
29302,170296
29302,172670
29302,213667
29302,213973
29302,218028
29302,220198
29302,226705
29302,236419
29302,236681
29302,243021
29302,264585
29302,281748
29302,286688
29302,315595
29302,340909
29302,351665
29302,352649
29302,387523
29888,268
29888,1050
29888,1110
29888,1273
29888,1845
29888,2023
29888,2275
29888,2524
29888,2971
29888,6552
29888,9642
29888,13334
29888,19519
29888,20191
29888,39677
30010,21376
30010,27420
30010,30043
30010,32251
30010,33070
30010,42892
30010,103900
30010,210030
30010,286196
30043,1828
30043,4807
30043,9129
30043,14887
30043,15682
30043,21376
30043,23364
30043,23884
30043,27420
30043,27663
30043,28423
30043,30010
30043,32280
30043,33661
30043,33662
30043,39089
30043,39585
30043,41738
30043,42892
30043,54380
30043,55119
30043,56151
30043,56576
30043,66544
30043,75376
30043,75769
30043,80383
30043,82387
30043,97980
30043,103900
30043,119513
30043,130395
30043,148679
30043,190398
30043,210030
30043,286196
30251,1050
30251,1828
30251,2571
30251,3930
30251,5139
30251,6059
30251,10294
30251,19700
30251,22116
30251,23364
30251,39089
30251,68255
30251,87593
30251,107494
30251,242650
30436,797
30436,2524
30436,2548
30436,2645
30436,3285
30436,4807
30436,6032
30436,6098
30436,7052
30436,7200
30436,7337
30436,7697
30436,9036
30436,9616
30436,9642
30436,10294
30436,14887
30436,16733
30436,17218
30436,19969
30436,23364
30436,23884
30436,27420
30436,28423
30436,32280
30436,33034
30436,33070
30436,36888
30436,39089
30436,39585
30436,40525
30436,41979
30436,43425
30436,45848
30436,49428
30436,49926
30436,50199
30436,56151
30436,56576
30436,60195
30436,62788
30436,64294
30436,66524
30436,66544
30436,66700
30436,75376
30436,76112
30436,78141
30436,81374
30436,82905
30436,87083
30436,88924
30436,90381
30436,93088
30436,94214
30436,97980
30436,98758
30436,98833
30436,104863
30436,104912
30436,107375
30436,107489
30436,112484
30436,119513
30436,120549
30436,148679
30436,163243
30436,249114
31043,1344
31043,2645
31043,19700
31043,22116
31043,27276
31043,27420
31043,27663
31043,42676
31043,54380
31043,55119
31043,56151
31043,56663
31043,68255
31043,82387
31043,227551
31483,797
31483,1940
31483,2645
31483,2977
31483,2984
31483,3783
31483,9030
31483,10278
31483,10294
31483,13204
31483,17218
31483,19700
31483,23364
31483,27420
31483,28423
31483,30010
31483,33070
31483,41350
31483,41738
31483,42968
31483,50301
31483,56151
31483,66544
31483,75376
31483,82595
31483,87083
31483,94214
31483,107375
31483,142115
31483,160034
31483,176965
31483,185261
31483,190398
31483,195745
31483,211495
31483,259564
31483,268678
31560,163
31560,779
31560,2942
31560,4271
31560,9642
31560,13334
31560,44272
31597,1987
31597,2548
31597,3674
31597,3783
31597,4435
31597,7251
31597,9197
31597,9480
31597,10710
31597,41706
31597,44410
31597,64261
31597,68255
31597,159967
31615,9
31615,12
31615,41
31615,2548
31615,3783
31615,4807
31615,7669
31615,10222
31615,20350
31615,28423
31615,36021
31615,39938
31615,47456
31615,50007
31615,50261
31615,50328
31615,53022
31615,53213
31615,56576
31615,68695
31615,82387
31615,86922
31615,89478
31615,94436
31615,103900
31615,115732
31615,164391
31615,192582
31615,222640
31615,256888
32251,703
32251,1344
32251,1828
32251,1940
32251,2853
32251,3504
32251,3751
32251,3930
32251,4920
32251,5152
32251,5573
32251,6059
32251,6098
32251,9554
32251,19700
32251,21376
32251,22116
32251,25999
32251,27852
32251,34094
32251,83326
32251,92454
32251,98311
32251,129904
32251,156944
32251,206400
32280,764
32280,797
32280,1344
32280,2298
32280,2645
32280,3504
32280,3783
32280,4807
32280,4920
32280,5152
32280,6032
32280,6059
32280,6098
32280,7052
32280,7200
32280,7697
32280,8200
32280,9036
32280,9642
32280,10294
32280,12721
32280,13666
32280,15682
32280,16733
32280,17218
32280,18641
32280,19700
32280,19969
32280,23364
32280,23884
32280,24770
32280,25172
32280,27420
32280,27663
32280,28423
32280,30043
32280,30436
32280,33034
32280,33070
32280,33662
32280,34914
32280,36888
32280,38258
32280,39585
32280,41738
32280,42160
32280,42892
32280,43425
32280,44632
32280,45848
32280,46560
32280,48555
32280,48706
32280,49428
32280,49926
32280,50261
32280,55119
32280,55273
32280,55286
32280,56151
32280,56576
32280,56824
32280,58267
32280,58602
32280,59125
32280,62306
32280,62342
32280,62788
32280,66544
32280,66700
32280,68969
32280,69957
32280,72408
32280,72637
32280,75376
32280,75769
32280,76112
32280,78141
32280,80383
32280,82387
32280,86922
32280,94214
32280,95186
32280,97980
32280,103900
32280,107375
32280,117119
32280,119513
32280,120549
32280,130395
32280,130692
32280,138061
32280,148679
32280,159919
32280,163243
32280,163941
32280,176965
32280,190398
32280,192582
32280,215676
32280,221131
32280,222640
32280,223399
32280,294144
32404,2746
32404,5152
32404,6552
32404,7200
32404,7669
32404,9269
32404,18888
32404,28423
32404,33967
32404,50007
32404,59899
32404,62306
32404,65197
32404,75287
32404,82583
32404,175031
32404,180654
32404,213667
32404,321075
33034,12
33034,268
33034,703
33034,1110
33034,1530
33034,1828
33034,2023
33034,2275
33034,2645
33034,2703
33034,3930
33034,4807
33034,5139
33034,5689
33034,6098
33034,7052
33034,7200
33034,7697
33034,9554
33034,10294
33034,11023
33034,13027
33034,14347
33034,14413
33034,16733
33034,17218
33034,19969
33034,20115
33034,20350
33034,21376
33034,23364
33034,23884
33034,25029
33034,28423
33034,30010
33034,30436
33034,33070
33034,38258
33034,39089
33034,40525
33034,43425
33034,49428
33034,49926
33034,53092
33034,56824
33034,60195
33034,62751
33034,62788
33034,66524
33034,66544
33034,66700
33034,69957
33034,72637
33034,74271
33034,75376
33034,75769
33034,81374
33034,82905
33034,88924
33034,93088
33034,94214
33034,95617
33034,95647
33034,104006
33034,120549
33034,147810
33034,163941
33034,164103
33034,192582
33034,264585
33034,287308
33070,268
33070,797
33070,1640
33070,2271
33070,2298
33070,2548
33070,2645
33070,4807
33070,4885
33070,5152
33070,6032
33070,7052
33070,7200
33070,7697
33070,9036
33070,9269
33070,10294
33070,12721
33070,13027
33070,16443
33070,16733
33070,17218
33070,18888
33070,19969
33070,22656
33070,23364
33070,25029
33070,27420
33070,27663
33070,28423
33070,30436
33070,32280
33070,33034
33070,33923
33070,34914
33070,38054
33070,39089
33070,39585
33070,40525
33070,40588
33070,41979
33070,42892
33070,43425
33070,45848
33070,49428
33070,49926
33070,49980
33070,53092
33070,54380
33070,55119
33070,55273
33070,55286
33070,56151
33070,56576
33070,56824
33070,60195
33070,62788
33070,65197
33070,66524
33070,66544
33070,66700
33070,69957
33070,72637
33070,74271
33070,75376
33070,76112
33070,81374
33070,82387
33070,83222
33070,87083
33070,88924
33070,90381
33070,93088
33070,94214
33070,94424
33070,95617
33070,95647
33070,95758
33070,97980
33070,98758
33070,103900
33070,104912
33070,107375
33070,107494
33070,112484
33070,117119
33070,117897
33070,120549
33070,122864
33070,130395
33070,131612
33070,138737
33070,163243
33070,164103
33070,176965
33070,181200
33070,181919
33070,191340
33070,206900
33070,242650
33070,249114
33070,259564
33070,264585
33070,346240
33219,1526
33219,5856
33219,10087
33219,38328
33219,120800
33219,129435
33219,158034
33219,180046
33219,180850
33219,182128
33219,207344
33661,163
33661,2524
33661,2942
33661,4271
33661,5139
33661,6516
33661,9129
33661,9642
33661,13334
33661,14887
33661,18888
33661,21302
33661,23406
33661,38258
33662,12
33662,154
33662,268
33662,2298
33662,2984
33662,4271
33662,9642
33662,23884
33662,27663
33662,30043
33662,32280
33662,33661
33662,39089
33662,45848
33662,48555
33662,49428
33662,50261
33662,52059
33662,56576
33662,68695
33662,75769
33662,76112
33662,90494
33662,97980
33662,97985
33662,103900
33662,148679
33662,163941
33662,215676
33662,222640
33701,441
33701,9197
33701,9723
33701,11141
33701,64261
33701,145390
33706,1206
33706,1244
33706,1344
33706,1828
33706,2853
33706,3504
33706,3930
33706,4885
33706,4920
33706,5152
33706,6059
33706,6894
33706,19700
33706,20407
33706,22797
33706,27852
33706,46198
33706,48706
33706,62601
33706,98311
33706,102731
33706,147810
33706,173207
33706,227551
33923,797
33923,1640
33923,1917
33923,2271
33923,2548
33923,4885
33923,6032
33923,7200
33923,7697
33923,7804
33923,8155
33923,12721
33923,13975
33923,18888
33923,19468
33923,20407
33923,20634
33923,23364
33923,27599
33923,28423
33923,30010
33923,32404
33923,33070
33923,38361
33923,39585
33923,40525
33923,44632
33923,45848
33923,46578
33923,50328
33923,53092
33923,55415
33923,56151
33923,58602
33923,60195
33923,66544
33923,69957
33923,75287
33923,76112
33923,80383
33923,90381
33923,104912
33923,120549
33923,121719
33923,159919
33966,2746
33966,7200
33966,38361
33966,51960
33966,68695
33966,75263
33966,75474
33966,170296
33966,175031
33966,243021
33966,252114
33966,300453
33967,703
33967,6098
33967,7200
33967,41636
33967,55415
33967,74956
34094,12
34094,41
34094,163
34094,415
34094,764
34094,1244
34094,1344
34094,1640
34094,1828
34094,2548
34094,2571
34094,2853
34094,3504
34094,3751
34094,3930
34094,4920
34094,5139
34094,5573
34094,5689
34094,6059
34094,6098
34094,9554
34094,11023
34094,13666
34094,14347
34094,14413
34094,17355
34094,19700
34094,21376
34094,22116
34094,24030
34094,25029
34094,27852
34094,32251
34094,33706
34094,38258
34094,45021
34094,48706
34094,62988
34094,68255
34094,87593
34094,92454
34094,98311
34094,100324
34094,163941
34094,215676
34316,12
34316,703
34316,1244
34316,1344
34316,1530
34316,1640
34316,1876
34316,2853
34316,3504
34316,3930
34316,4154
34316,4525
34316,4885
34316,4920
34316,5139
34316,5152
34316,6032
34316,6059
34316,6098
34316,9616
34316,11023
34316,13027
34316,13666
34316,14347
34316,14413
34316,17355
34316,19458
34316,19700
34316,20115
34316,20350
34316,21376
34316,22116
34316,22797
34316,24030
34316,25029
34316,25999
34316,27852
34316,34094
34316,41959
34316,47456
34316,48706
34316,52059
34316,56663
34316,62417
34316,62751
34316,62988
34316,68255
34316,68695
34316,71153
34316,74956
34316,75021
34316,82905
34316,83326
34316,92454
34316,104006
34316,115732
34316,138061
34316,146812
34316,148793
34316,154404
34316,156944
34316,163941
34316,177015
34316,215676
34316,222640
34316,281748
34316,371413
34331,703
34331,1206
34331,1244
34331,1530
34331,1828
34331,2703
34331,3504
34331,5139
34331,6059
34331,6098
34331,6260
34331,10294
34331,11023
34331,13666
34331,18888
34331,21376
34331,22116
34331,25029
34331,32251
34331,33706
34331,55286
34331,62417
34331,68255
34331,83326
34331,92454
34331,120104
34331,138061
34331,163941
34331,173207
34331,177015
34331,215676
34331,352649
34914,797
34914,1828
34914,2548
34914,2645
34914,4807
34914,6059
34914,7052
34914,10294
34914,12721
34914,13027
34914,15682
34914,16443
34914,16733
34914,17218
34914,23364
34914,25172
34914,27420
34914,28423
34914,32280
34914,33070
34914,36888
34914,39089
34914,39585
34914,41738
34914,41979
34914,43425
34914,45848
34914,49428
34914,49926
34914,54380
34914,56151
34914,56824
34914,66544
34914,66700
34914,69957
34914,75376
34914,78141
34914,90381
34914,98758
34914,107489
34914,115436
34914,119513
34914,164103
34914,176965
34914,177780
34914,181200
34914,242650
34978,712
34978,795
34978,6059
34978,9269
34978,17044
34978,17219
34978,18100
34978,18888
34978,20407
34978,22656
34978,50895
34978,54016
34978,55219
34978,56036
34978,68013
34978,70151
34978,71468
34978,83194
34978,121719
34978,131760
34978,134161
34978,147303
34978,172670
34978,213667
34978,220198
34978,351665
35619,41
35619,1244
35619,1344
35619,1828
35619,1876
35619,3504
35619,3783
35619,5139
35619,5573
35619,6032
35619,7669
35619,13688
35619,13975
35619,14347
35619,20350
35619,22116
35619,27852
35619,31615
35619,34094
35619,36021
35619,39140
35619,39938
35619,41959
35619,45430
35619,47456
35619,48555
35619,50007
35619,50261
35619,50328
35619,52059
35619,53022
35619,56576
35619,58267
35619,58609
35619,62417
35619,68255
35619,68682
35619,68695
35619,69637
35619,74956
35619,82387
35619,86732
35619,87283
35619,104487
35619,113900
35619,115732
35619,138061
35619,148793
35619,156944
35619,163941
35619,164391
35619,200332
35619,200832
35619,222640
35619,228624
35619,268439
35619,300453
35619,315595
35619,355773
36021,1828
36021,4920
36021,6032
36021,6552
36021,20350
36021,31615
36021,53022
36021,56576
36021,68695
36021,86732
36021,87283
36021,106627
36021,115732
36021,154404
36021,163941
36021,192582
36021,200332
36021,222640
36233,12
36233,441
36233,1273
36233,1640
36233,1828
36233,2338
36233,2548
36233,2971
36233,3210
36233,3285
36233,3674
36233,4920
36233,5139
36233,5573
36233,6032
36233,6059
36233,7669
36233,10294
36233,10833
36233,13027
36233,13121
36233,13304
36233,17516
36233,17669
36233,17703
36233,20350
36233,20634
36233,21340
36233,23965
36233,25029
36233,25999
36233,27599
36233,27852
36233,29888
36233,33923
36233,34094
36233,45021
36233,45540
36233,49832
36233,52267
36233,62751
36233,66921
36233,68255
36233,74271
36233,74956
36233,100324
36233,102367
36233,156944
36233,163941
36233,281446
36278,1206
36278,2853
36278,5152
36278,6098
36278,6260
36278,18100
36278,19969
36278,55273
36278,55286
36278,173207
36278,352649
36412,1530
36412,4194
36412,5139
36412,5573
36412,6059
36412,9642
36412,10299
36412,10815
36412,20407
36412,21376
36412,22116
36412,25172
36412,25492
36412,38258
36412,40045
36412,95617
36412,120210
36502,1175
36502,2645
36502,2984
36502,5856
36502,6722
36502,7455
36502,9036
36502,9726
36502,10087
36502,10815
36502,11981
36502,12456
36502,13204
36502,17300
36502,20627
36502,21364
36502,23364
36502,27663
36502,28423
36502,30043
36502,38476
36502,41350
36502,44112
36502,50301
36502,51690
36502,53710
36502,56151
36502,66544
36502,75376
36502,94214
36502,95186
36502,106377
36502,107175
36502,116609
36502,142115
36502,165084
36502,181627
36502,185261
36502,195745
36502,211495
36502,214034
36502,259564
36502,294932
36502,342010
36589,703
36589,2548
36589,3783
36589,6098
36589,6552
36589,10583
36589,14887
36589,82583
36589,90494
36589,115732
36589,163941
36618,703
36618,764
36618,1206
36618,1344
36618,1383
36618,1828
36618,2571
36618,3504
36618,3751
36618,3988
36618,4885
36618,4920
36618,6059
36618,6092
36618,6098
36618,6894
36618,8430
36618,8554
36618,9030
36618,11168
36618,16909
36618,18285
36618,19700
36618,21360
36618,22116
36618,22797
36618,32251
36618,33706
36618,34094
36618,36278
36618,38258
36618,42977
36618,46198
36618,48706
36618,51632
36618,52231
36618,53406
36618,54230
36618,55984
36618,57764
36618,62196
36618,62417
36618,67840
36618,68255
36618,77538
36618,78205
36618,79286
36618,82595
36618,87593
36618,90804
36618,92349
36618,96819
36618,98311
36618,102731
36618,104476
36618,111650
36618,146812
36618,172670
36618,173207
36618,175834
36618,187258
36618,287423
36618,344707
36888,703
36888,779
36888,1344
36888,1828
36888,2548
36888,2571
36888,2645
36888,2942
36888,3504
36888,3689
36888,3783
36888,3930
36888,5139
36888,9197
36888,18285
36888,23364
36888,25172
36888,27420
36888,32280
36888,39585
36888,42892
36888,49428
37322,703
37322,1828
37322,6098
37322,6805
37322,27276
37322,37580
37322,41959
37322,101393
37322,102731
37322,102919
37322,113138
37322,135685
37322,153871
37322,203554
37322,227551
37322,304879
37580,0
37707,5591
37707,10740
37707,62574
37707,72829
38054,703
38054,1828
38054,2271
38054,2548
38054,2645
38054,3285
38054,3783
38054,4807
38054,5139
38054,5573
38054,6032
38054,6552
38054,7697
38054,9642
38054,10294
38054,13975
38054,15682
38054,16443
38054,17218
38054,21376
38054,23364
38054,24039
38054,28423
38054,30010
38054,33923
38054,39089
38054,39585
38054,41979
38054,43425
38054,56151
38054,75376
38054,104006
38054,273607
38070,703
38070,1344
38070,1828
38070,2853
38070,3504
38070,6059
38070,6260
38070,8155
38070,9030
38070,19700
38070,38328
38070,64978
38070,100324
38070,116553
38070,146812
38258,163
38258,2524
38258,5139
38258,6516
38258,25029
38323,703
38323,1640
38323,1828
38323,2942
38323,4271
38323,9197
38323,36278
38323,38258
38328,9
38328,703
38328,1828
38328,1940
38328,3285
38328,4525
38328,6516
38328,8155
38328,13666
38328,18888
38328,19700
38328,27151
38328,31615
38328,46560
38328,48555
38328,50738
38328,50911
38328,56663
38328,62417
38361,1640
38361,2703
38361,2746
38361,5152
38361,6260
38361,6552
38361,7200
38361,7669
38361,9269
38361,17044
38361,18100
38361,18462
38361,27479
38361,28423
38361,32404
38361,40337
38361,40588
38361,44632
38361,45848
38361,45917
38361,50007
38361,50261
38361,50328
38361,50666
38361,54016
38361,55219
38361,55273
38361,55286
38361,55675
38361,55885
38361,56036
38361,56151
38361,56193
38361,58043
38361,59004
38361,59125
38361,59436
38361,59852
38361,68695
38361,72408
38361,75287
38361,75474
38361,82583
38361,83326
38361,95496
38361,101422
38361,117119
38361,118050
38361,138061
38361,147303
38361,163941
38361,164391
38361,166180
38361,175031
38361,180654
38361,182152
38361,191340
38361,213667
38361,213973
38361,226705
38361,241297
38361,243021
38361,264585
38361,299330
38361,314887
38361,315595
38361,321075
38361,340909
38361,351665
38361,352649
38361,368386
38361,371413
38476,1175
38476,2164
38476,2977
38476,2984
38476,4807
38476,7200
38476,9036
38476,9726
38476,11981
38476,12456
38476,13204
38476,17300
38476,20627
38476,21364
38476,27663
38476,36502
38476,41350
38476,51690
38476,56151
38476,56576
38476,62788
38476,83222
38476,95186
38476,106377
38476,107175
38476,142115
38476,165084
38476,181627
38476,259564
38476,268678
38476,293255
38476,294197
38476,342010
38476,371413
38771,4435
38771,7251
38771,11279
38771,57251
38771,64978
38771,368605
38893,703
38893,1151
38893,1175
38893,1562
38893,1940
38893,2164
38893,2984
38893,6059
38893,7135
38893,9030
38893,9165
38893,13204
38893,21364
38893,26010
38893,28708
38893,41350
38893,41630
38893,44112
38893,50301
38893,50445
38893,51164
38893,51690
38893,207788
38893,227065
38893,242833
38893,270986
38893,310134
38893,367022
39089,1530
39089,2398
39089,3285
39089,3574
39089,4807
39089,5139
39089,9129
39089,13027
39089,21376
39089,33034
39089,38054
39089,39585
39140,6516
39140,13334
39140,20350
39210,268
39210,595
39210,703
39210,1050
39210,1828
39210,1845
39210,1940
39210,2571
39210,2853
39210,3285
39210,3785
39210,4351
39210,5689
39210,9642
39210,10294
39210,19458
39210,20634
39210,23364
39210,39089
39210,39585
39210,41738
39210,56151
39210,98833
39210,379792
39550,623
39550,17516
39550,19458
39550,19519
39550,30043
39585,163
39585,703
39585,2271
39585,2338
39585,3674
39585,4807
39585,5139
39585,7052
39585,7697
39585,9616
39585,9642
39585,10294
39585,13027
39585,14347
39585,14887
39585,17218
39585,19700
39585,23364
39585,25172
39585,30043
39585,30436
39585,33034
39585,33923
39585,34094
39585,36888
39585,38054
39585,39089
39585,43425
39585,46578
39585,54380
39585,55119
39585,56151
39585,64294
39585,72637
39585,107375
39585,119513
39625,5152
39625,8434
39625,15511
39625,45021
39625,68013
39625,221531
39677,48
39677,163
39677,6098
39677,13027
39677,15884
39677,20115
39677,56576
39677,371413
39938,12
39938,415
39938,2548
39938,3675
39938,7669
39938,9616
39938,10222
39938,10583
39938,11023
39938,13121
39938,13666
39938,14413
39938,20350
39938,25029
39938,31615
39938,35619
39938,36021
39938,41959
39938,49817
39938,50261
39938,50328
39938,50424
39938,53022
39938,53213
39938,64893
39938,68682
39938,68695
39938,78097
39938,82583
39938,87283
39938,94436
39938,95617
39938,95758
39938,97985
39938,101422
39938,106627
39938,116951
39938,120210
39938,138061
39938,148793
39938,163941
39938,164391
39938,213667
39938,215676
39938,222640
39938,256888
39938,282052
40045,1875
40045,2746
40045,7200
40045,17219
40045,18100
40045,18888
40045,19366
40045,25765
40045,36412
40045,38361
40045,41636
40045,44632
40045,45848
40045,54016
40045,55219
40045,59436
40045,65197
40045,68013
40045,72408
40045,95758
40045,117897
40045,147303
40045,180654
40045,221531
40045,301971
40045,315595
40187,22
40187,154
40187,268
40187,474
40187,779
40187,1110
40187,1273
40187,1940
40187,2506
40187,2524
40187,2548
40187,3674
40187,3785
40187,4194
40187,6032
40187,6059
40187,9129
40187,9642
40187,13027
40187,17516
40187,17703
40187,19366
40187,19519
40187,25029
40187,29888
40187,46578
40187,55286
40187,66921
40314,4194
40314,9129
40314,9642
40314,13204
40314,13304
40314,19363
40314,31043
40314,38258
40314,52059
40314,93663
40314,135669
40314,156229
40337,795
40337,1640
40337,1876
40337,2746
40337,5152
40337,7200
40337,7459
40337,7669
40337,18100
40337,18888
40337,33923
40337,34331
40337,38361
40337,45848
40337,50328
40337,51960
40337,55286
40337,55675
40337,58043
40337,59004
40337,68695
40337,75263
40337,75474
40337,82583
40337,87283
40337,101422
40337,121719
40337,147303
40337,149250
40337,220198
40337,226705
40337,241297
40337,264585
40337,300453
40337,314887
40337,321075
40337,340909
40337,368386
40525,268
40525,4194
40525,4807
40525,5139
40525,7052
40525,7200
40525,7697
40525,9036
40525,9616
40525,13027
40525,13334
40525,14887
40525,16443
40525,16733
40525,17218
40525,19969
40525,23364
40525,23406
40525,25029
40525,27663
40525,30436
40525,32280
40525,33034
40525,33923
40525,39089
40525,41310
40525,41979
40525,43425
40525,49428
40525,49926
40525,53092
40525,55119
40525,56151
40525,56576
40525,56824
40525,60195
40525,64766
40525,66524
40525,66544
40525,76112
40525,82905
40525,86922
40525,93088
40525,94214
40525,95647
40525,107489
40525,120549
40525,163243
40525,206900
40525,357707
40572,9030
40572,16145
40572,38328
40572,78205
40572,79286
40572,93670
40572,158034
40572,232910
40588,268
40588,703
40588,712
40588,764
40588,795
40588,1206
40588,1344
40588,1530
40588,1640
40588,1828
40588,1917
40588,1940
40588,2506
40588,2548
40588,2571
40588,2703
40588,2853
40588,3285
40588,3504
40588,3689
40588,3783
40588,3930
40588,4154
40588,4351
40588,4885
40588,4920
40588,5139
40588,5152
40588,6011
40588,6059
40588,6098
40588,6260
40588,6894
40588,7200
40588,7669
40588,7804
40588,8155
40588,8430
40588,8434
40588,9269
40588,12721
40588,13304
40588,13688
40588,14279
40588,17044
40588,17219
40588,17703
40588,18100
40588,18285
40588,18888
40588,19468
40588,19700
40588,20407
40588,20634
40588,21376
40588,22116
40588,22656
40588,22797
40588,25029
40588,25999
40588,27276
40588,27663
40588,27852
40588,29302
40588,33070
40588,33706
40588,33923
40588,33966
40588,34094
40588,34978
40588,36278
40588,38258
40588,38361
40588,40045
40588,40337
40588,41636
40588,42149
40588,42892
40588,44421
40588,44632
40588,45848
40588,45917
40588,50007
40588,50261
40588,50328
40588,50666
40588,50895
40588,51722
40588,54016
40588,54257
40588,55219
40588,55286
40588,55415
40588,55675
40588,55885
40588,56036
40588,56151
40588,56663
40588,58003
40588,58043
40588,58267
40588,58602
40588,59004
40588,59125
40588,59436
40588,59852
40588,62417
40588,62788
40588,64855
40588,66524
40588,67840
40588,68013
40588,68255
40588,68446
40588,70151
40588,71468
40588,72408
40588,72942
40588,73837
40588,75287
40588,75418
40588,82387
40588,82583
40588,83194
40588,87593
40588,92454
40588,94424
40588,95496
40588,95647
40588,95758
40588,98311
40588,100324
40588,101393
40588,101422
40588,102731
40588,104006
40588,109626
40588,117119
40588,117897
40588,118050
40588,121719
40588,125068
40588,130940
40588,131760
40588,131880
40588,134161
40588,135685
40588,147303
40588,163243
40588,166180
40588,170296
40588,171416
40588,172670
40588,173207
40588,175027
40588,175031
40588,180654
40588,182152
40588,213667
40588,213973
40588,220198
40588,223399
40588,225922
40588,226705
40588,241297
40588,243021
40588,262035
40588,264585
40588,321075
40588,351665
40588,424624
41310,9
41310,154
41310,415
41310,797
41310,1206
41310,1344
41310,1640
41310,1828
41310,1940
41310,2271
41310,2398
41310,2548
41310,2645
41310,2853
41310,3285
41310,3504
41310,3674
41310,3930
41310,4525
41310,4885
41310,5139
41310,5152
41310,5573
41310,5689
41310,6059
41310,6098
41310,6552
41310,9642
41310,10294
41310,13027
41310,13121
41310,13666
41310,14279
41310,19700
41310,21376
41310,22116
41310,23364
41310,25492
41310,27663
41310,27852
41310,28423
41310,29888
41310,33070
41310,34094
41310,36233
41310,39140
41310,41959
41310,42892
41310,45848
41310,51722
41310,56151
41310,56663
41310,58609
41310,62417
41310,62988
41310,65197
41310,66544
41310,66921
41310,68255
41310,71153
41310,75376
41310,85968
41310,87593
41310,92454
41310,94174
41310,94424
41310,98311
41310,100324
41310,102367
41310,115732
41310,156944
41310,163941
41310,371413
41350,703
41350,1151
41350,1175
41350,1206
41350,1344
41350,1562
41350,1876
41350,2164
41350,2548
41350,2853
41350,2925
41350,2977
41350,2984
41350,4094
41350,5573
41350,5856
41350,6032
41350,6098
41350,6722
41350,7135
41350,7455
41350,8772
41350,9030
41350,9141
41350,9165
41350,9726
41350,10087
41350,10278
41350,10815
41350,11666
41350,11981
41350,12456
41350,13204
41350,17300
41350,19700
41350,20627
41350,21360
41350,21364
41350,22116
41350,22915
41350,27420
41350,27663
41350,28423
41350,28708
41350,31483
41350,36502
41350,38476
41350,38893
41350,41406
41350,41630
41350,44112
41350,44272
41350,50301
41350,50445
41350,50449
41350,51690
41350,53710
41350,57764
41350,58267
41350,58609
41350,63869
41350,82595
41350,92967
41350,93368
41350,95186
41350,96819
41350,104236
41350,105229
41350,105761
41350,106377
41350,107023
41350,107175
41350,115530
41350,116609
41350,120800
41350,129435
41350,137349
41350,142115
41350,143812
41350,145498
41350,150892
41350,158326
41350,163053
41350,165084
41350,165847
41350,172884
41350,181627
41350,182128
41350,191661
41350,193592
41350,195745
41350,207344
41350,207788
41350,214034
41350,215530
41350,219544
41350,221398
41350,230932
41350,246239
41350,262396
41350,270986
41350,273247
41350,278053
41350,285199
41350,285607
41350,287971
41350,293255
41350,293947
41350,294774
41350,294932
41350,299311
41350,299408
41350,300496
41350,302739
41350,303420
41350,306519
41350,310134
41350,314246
41350,314432
41350,321159
41350,342010
41350,351079
41350,405470
41350,415211
41350,447817
41406,1175
41406,1383
41406,5856
41406,7455
41406,9030
41406,21360
41406,21364
41406,44112
41406,106377
41406,193592
41406,299543
41406,405470
41509,42014
41549,9
41549,22
41549,41
41549,154
41549,268
41549,298
41549,415
41549,441
41549,595
41549,757
41549,930
41549,1050
41549,1110
41549,1175
41549,1273
41549,1383
41549,1530
41549,1562
41549,1845
41549,1940
41549,1970
41549,1987
41549,2014
41549,2023
41549,2164
41549,2275
41549,2506
41549,2548
41549,2719
41549,3042
41549,3285
41549,3574
41549,3674
41549,3783
41549,3785
41549,4324
41549,5546
41549,5689
41549,5915
41549,6011
41549,6037
41549,6059
41549,6189
41549,6516
41549,6834
41549,7200
41549,7722
41549,7804
41549,8304
41549,9197
41549,9480
41549,9554
41549,9642
41549,10294
41549,11023
41549,12745
41549,12888
41549,13688
41549,19458
41549,20634
41549,21091
41549,21340
41549,22116
41549,23364
41549,25029
41549,25999
41549,27151
41549,27852
41549,28595
41549,29888
41549,31597
41549,34094
41549,42160
41549,46578
41549,51632
41549,54230
41549,54467
41549,55286
41549,63486
41549,68255
41549,72408
41549,74091
41549,95647
41549,102367
41549,129782
41549,157836
41549,187161
41549,206399
41549,210220
41549,218416
41549,223399
41549,274770
41549,371413
41630,703
41630,1562
41630,1640
41630,3504
41630,3930
41630,4885
41630,5152
41630,6059
41630,6098
